Timestamp,Date,Measure,EURC,USDe,USDD,CNHT,USDP,TRYB,sEUR,AUDF,BEAN,EURQ,FRAX,USDS,GHO,GYEN,USDT,USDG,AUDD,PYUSD,USDM,GUSD,deUSD,VCHF,sUSD,1GBP,BRZ,M,USDtb,aUSDT,USDQ,FXD,IDRT,EURS,FDUSD,AUSD,XSGD,ZUSD,USDz,BSC-USD,XIDR,RLUSD,USDV,AGEUR,MXNB,BSC-BUSD,AEUR,USDGLO,USDC,EUROe,USD0,LUSD,MXNT,BUSD,EURCV,omUSD,EURT,EURØP,USDO,USD1,pUSD,USDon,BRLA,avUSD,BBRL,lvlUSD
1641254400000,2022-01-04,Bridged Token Market Cap (Dollar),,,,5386321.15,1039484710.93,80241196.27,107286065.40,,,,1947219486.32,9514223342.92,,84037987.78,78894323472.48,,,,,117953443.08,,,122300384.07,,,,,,,,2572012.61,114568964.86,,,118421100.02,1845887.96,,,4272373.15,,,188133232.22,,,,,44813927015.70,,,845511516.27,,14422898948.93,,,188531081.84,,,,,,,,,
1641340800000,2022-01-05,Bridged Token Market Cap (Dollar),,,,5386321.15,1039158133.12,78416878.24,105550994.83,,,,1940860924.90,9449899156.42,,83580054.48,78485772947.34,,,,,133064183.78,,,125969217.59,,,,,,,,2566008.48,114403041.29,,,118175931.46,1856212.18,,,4198233.51,,,190836269.32,,,,,44983855430.77,,,839504994.49,,14320106611.49,,,192997404.18,,,,,,,,,
1641427200000,2022-01-06,Bridged Token Market Cap (Dollar),,,,5386321.15,1044292591.09,75959718.14,105132232.44,,,,1935451263.98,9421810233.55,,83280733.29,78794274066.83,,,,,117381456.45,,,126524442.77,,,,,,,,2569487.45,113773833.66,,,118056243.02,1861576.42,,,4235750.16,,,183121316.79,,,,,45382884194.95,,,835911054.49,,14426398986.32,,,194359533.04,,,,,,,,,
1641513600000,2022-01-07,Bridged Token Market Cap (Dollar),,,,5386321.15,1046347446.16,75954383.11,102726967.55,,,,1934702980.13,9411196112.62,,83725920.08,78264567529.06,,,,,121132723.63,,,120261938.85,,,,,,,,2552212.63,111384966.59,,,117708570.25,1829447.53,,,4145054.04,,,177433420.46,,,,,45491165681.93,,,828289578.94,,14273230189.18,,,193514312.74,,,,,,,,,
1641600000000,2022-01-08,Bridged Token Market Cap (Dollar),,,,5386321.15,1045917886.17,75111660.60,102709929.34,,,,1933632169.93,9448423919.83,,83794465.33,78335448008.71,,,,,120510726.39,,,116820891.65,,,,,,,,2568552.71,117472733.77,,,118335627.37,1832052.54,,,4159631.31,,,179306703.83,,,,,45788430032.86,,,827638814.11,,14174118711.96,,,194799877.65,,,,,,,,,
1641686400000,2022-01-09,Bridged Token Market Cap (Dollar),,,,5386321.15,1040649433.62,74648639.95,102212957.56,,,,1921779178.83,9346388607.24,,83698545.40,77989077663.66,,,,,123033941.42,,,114911383.16,,,,,,,,2555695.10,109255913.33,,,117655290.57,1830321.50,,,4039828.53,,,177236795.66,,,,,45696854067.25,,,823599657.91,,14004251712.13,,,194084750.82,,,,,,,,,
1641772800000,2022-01-10,Bridged Token Market Cap (Dollar),,,,5386321.15,1043620975.65,75404717.66,102037368.52,,,,2003755969.13,9446491315.56,,70867788.71,78136039573.31,,,,,130152355.30,,,112791804.57,,,,,,,,2561914.66,111243062.00,,,118190978.39,1852882.42,,,4146321.84,,,178000347.24,,,,,46069145243.12,,,804609047.87,,14005522355.89,,,193807583.63,,,,,,,,,
1641859200000,2022-01-11,Bridged Token Market Cap (Dollar),,,,5386321.15,1048232232.41,75638217.48,101274628.04,,,,2092358994.02,9450628058.95,,71140172.31,78374881806.55,,,,,92457517.70,,,113258892.43,,,,,,,,2579976.76,114278031.51,,,118624343.28,1864080.90,,,4181875.53,,,178528295.43,,,,,46314455200.30,,,813364939.70,,14057645370.16,,,194125091.62,,,,,,,,,
1641945600000,2022-01-12,Bridged Token Market Cap (Dollar),,,,5386321.15,1050619189.15,76667687.32,98975440.82,,,,2094640374.88,9509965597.62,,71041524.29,78327105117.27,,,,,110500374.21,,,114145676.75,,,,,,,,2586797.46,113228946.50,,,118882898.55,1865752.65,,,4198887.39,,,173702568.27,,,,,46834305656.75,,,805102289.19,,14183931995.80,,,194558770.52,,,,,,,,,
1642032000000,2022-01-13,Bridged Token Market Cap (Dollar),,,,5386321.15,1051397931.14,79428989.32,98204638.33,,,,2104424974.67,9578913785.51,,62864282.15,78371450775.71,,,,,127492530.31,,,110529731.15,,,,,,,,2583503.82,113437662.39,,,118756731.44,1882500.67,,,4194147.31,,,172704303.90,,,,,47241001941.45,,,787418986.29,,14254619901.49,,,201402490.79,,,,,,,,,
1642118400000,2022-01-14,Bridged Token Market Cap (Dollar),,,,5386321.15,1053218704.63,77161701.50,98315736.37,,,,2147284747.59,9600793046.15,,63088125.29,78270196215.65,,,,,137032004.56,,,111537527.06,,,,,,,,2580209.38,114726705.88,,,118541236.91,1897747.64,,,4188196.52,,,173920896.71,,,,,47464208394.08,,,789215485.58,,14415440834.22,,,207497505.18,,,,,,,,,
1642204800000,2022-01-15,Bridged Token Market Cap (Dollar),,,,5386321.15,1053780041.58,77868131.49,98473472.58,,,,2166888435.53,9642500104.14,,63083523.34,78379491473.10,,,,,145659588.63,,,110765052.98,,,,,,,,2576996.32,114316010.70,,,118989620.11,1912381.84,,,4216313.36,,,173778758.33,,,,,47549899507.54,,,800986692.42,,14405822959.40,,,207173058.89,,,,,,,,,
1642291200000,2022-01-16,Bridged Token Market Cap (Dollar),,,,5386321.15,1052690273.79,78395615.94,98354875.28,,,,2169813185.93,9708539081.70,,63055629.44,78291309373.77,,,,,150822020.84,,,113980128.84,,,,,,,,2587269.67,114694261.23,,,118666726.58,1917039.80,,,4212888.51,,,172660645.83,,,,,47699362467.82,,,800014020.04,,14433452862.50,,,207058228.59,,,,,,,,,
1642377600000,2022-01-17,Bridged Token Market Cap (Dollar),,,,5386321.15,1053338788.23,78514001.10,106819177.24,,,,2238767744.03,9784032936.01,,63008736.52,78233559380.02,,,,,156901158.79,,,98371008.03,,,,,,,,2578720.23,114219500.07,,,118780022.22,1907605.73,,,4241341.29,,,172886088.46,,,,,47751197227.22,,,765459079.53,,14280112165.57,,,212668481.21,,,,,,,,,
1642464000000,2022-01-18,Bridged Token Market Cap (Dollar),,,,5386321.15,1056112406.76,78321918.88,106573203.98,,,,2236624422.92,9807444451.41,,62763213.81,78370601323.85,,,,,168761768.40,,,102841020.19,,,,,,,,2570586.05,114196911.72,,,119158781.17,1923405.03,,,4202393.05,,,171804590.81,,,,,48089686180.66,,,754033853.21,,14241803070.20,,,212702693.50,,,,,,,,,
1642550400000,2022-01-19,Bridged Token Market Cap (Dollar),,,,5386321.15,1056384658.70,77563127.34,106046613.28,,,,2420541645.36,9854563280.63,,62727546.60,78219003813.52,,,,,182479793.92,,,102734931.04,,,,,,,,2574523.54,114577739.68,,,118444295.38,1887796.75,,,4144014.60,,,161337336.21,,,,,48257600724.26,,,748429175.65,,14336237755.07,,,210904874.36,,,,,,,,,
1642636800000,2022-01-20,Bridged Token Market Cap (Dollar),,,,5386321.15,1046418614.84,77915571.76,106447688.02,,,,2644805718.74,9829589189.58,,63008803.72,78092216332.28,,,,,191529214.30,,,107531763.15,,,,,,,,2562402.18,114632140.27,,,118446594.88,1886433.02,,,4079863.65,,,152495074.60,,,,,48508374499.41,,,741058960.78,,14278801970.81,,,210909109.32,,,,,,,,,
1642723200000,2022-01-21,Bridged Token Market Cap (Dollar),,,,5386321.15,1051823302.41,78266543.06,105976316.00,,,,2645783308.57,9578351939.67,,63074984.63,78158768679.35,,,,,104571320.12,,,92606634.85,,,,,,,,2571949.22,114124087.25,,,129808113.34,1894885.72,,,3942763.12,,,146158504.90,,,,,49293786942.21,,,612055460.88,,14257152819.08,,,198173542.62,,,,,,,,,
1642809600000,2022-01-22,Bridged Token Market Cap (Dollar),,,,5386321.15,1048308424.01,77013314.55,105971277.42,,,,2584093802.74,9529381915.41,,63350685.81,78126790897.50,,,,,95339176.24,,,95355821.12,,,,,,,,2550057.07,113347670.73,,,129154909.97,1918186.43,,,3385368.10,,,136559677.81,,,,,49743566381.67,,,536623303.46,,14257418563.34,,,198774843.32,,,,,,,,,
1642896000000,2022-01-23,Bridged Token Market Cap (Dollar),,,,5386321.15,1054149452.26,76886528.30,103620243.77,,,,2648070834.52,9624146212.61,,63358008.64,78382495875.34,,,,,97895823.67,,,97118848.26,,,,,,,,2571098.82,113558125.46,,,130261434.01,1810572.23,,,3571205.30,,,133343977.03,,,,,50087644281.56,,,543619072.46,,14075784986.37,,,199897551.04,,,,,,,,,
1642982400000,2022-01-24,Bridged Token Market Cap (Dollar),,,,5386321.15,1024941565.07,77438454.56,100037038.30,,,,2656867520.38,9706694229.67,,63319271.10,78044845617.46,,,,,94828428.67,,,86153350.62,,,,,,,,2614450.66,114100782.94,,,130320040.11,1852989.82,,,3706904.31,,,128980689.98,,,,,50588049845.45,,,518329666.17,,14154794278.75,,,199876738.40,,,,,,,,,
1643068800000,2022-01-25,Bridged Token Market Cap (Dollar),,,,5386321.15,1031734632.71,77528746.82,99591094.12,,,,2647185710.33,9719338859.85,,58106859.72,78454494031.91,,,,,87928417.87,,,89714518.56,,,,,,,,2582841.98,108864888.85,,,122753278.27,1870726.09,,,4196833.09,,,128375623.43,,,,,50786635689.82,,,514155386.24,,14337844019.86,,,199513062.67,,,,,,,,,
1643155200000,2022-01-26,Bridged Token Market Cap (Dollar),,,,5386321.15,1029387947.20,77807049.22,99394558.08,,,,2638392159.88,9786266459.13,,57800585.19,78165573946.90,,,,,131593636.25,,,81455830.28,,,,,,,,2576546.14,116393084.16,,,123043465.17,1862168.99,,,4203759.66,,,130243402.55,,,,,51392341914.53,,,527708013.41,,14564159881.65,,,199180878.65,,,,,,,,,
1643241600000,2022-01-27,Bridged Token Market Cap (Dollar),,,,5386321.15,1034037326.99,77024561.67,93482690.98,,,,2640079947.16,9568317186.94,,55741063.26,78162209603.62,,,,,118204037.22,,,89569600.08,,,,,,,,2619008.09,110503932.39,,,122909224.70,1745402.55,,,4198366.13,,,126738923.26,,,,,51736682996.20,,,497760052.42,,14863621663.72,,,254513825.50,,,,,,,,,
1643328000000,2022-01-28,Bridged Token Market Cap (Dollar),,,,5386321.15,1037558439.67,76947220.11,91939315.90,,,,2662953942.76,9540217000.74,,55451899.80,78407987849.32,,,,,129823955.33,,,73675278.62,,,,,,,,3314853.35,108021817.55,,,122373384.54,1827334.57,,,3774206.97,,,121731377.88,,,,,52016019830.73,,,488719832.75,,14983383714.14,,,252491018.12,,,,,,,,,
1643414400000,2022-01-29,Bridged Token Market Cap (Dollar),,,,5386321.15,1036728467.97,77922976.32,91812679.52,,,,2656150777.82,9598259784.30,,55443655.70,78018575088.13,,,,,127537038.38,,,81878035.17,,,,,,,,3306402.86,115558324.76,,,122336545.41,2106560.97,,,4194881.55,,,125195867.49,,,,,51961710992.69,,,488781183.58,,14949582519.23,,,263362563.16,,,,,,,,,
1643500800000,2022-01-30,Bridged Token Market Cap (Dollar),,,,5386321.15,1035525360.31,78127291.84,91963480.88,,,,2646981751.78,9609061259.13,,55453407.94,78125758974.65,,,,,126074544.18,,,85096477.92,,,,,,,,3301189.19,114815310.26,,,122213079.21,2128136.36,,,4218651.35,,,124537841.05,,,,,52235805640.27,,,491261651.61,,15023234426.41,,,263470139.37,,,,,,,,,
1643587200000,2022-01-31,Bridged Token Market Cap (Dollar),,,,5386321.15,1042782167.59,77928594.14,90634524.56,,,,2647824537.59,9608616779.61,,55418100.78,77874742754.22,,,,,149735804.43,,,79316143.16,,,,,,,,3973039.30,114012962.20,,,121838567.69,2154869.50,,,4218651.35,,,127562025.46,,,,,52280916442.87,,,486049756.20,,15324417954.11,,,263309225.17,,,,,,,,,
1643673600000,2022-02-01,Bridged Token Market Cap (Dollar),,,,5386321.15,1056734772.98,79450840.42,90004214.01,,,,2649272327.72,9650369757.27,,55515980.84,77807280752.72,,,,,155709149.36,,,99538587.87,,,,,,,,4043727.89,116902367.00,,,122402115.92,2149170.31,,,4218651.35,,,128500507.96,,,,,52536085847.64,,,494859258.97,,15538837383.68,,,265420886.48,,,,,,,,,
1643760000000,2022-02-02,Bridged Token Market Cap (Dollar),,,,5386321.15,1062262055.53,78864165.43,89487778.35,,,,2655677310.95,9639167790.62,,55688951.96,77799200330.81,,,,,170360556.70,,,99494567.14,,,,,,,,3984794.65,115500670.79,,,122318401.35,2122798.62,,,4204816.67,,,129535145.31,,,,,52835111937.04,,,488290048.37,,15770169187.71,,,266175635.98,,,,,,,,,
1643846400000,2022-02-03,Bridged Token Market Cap (Dollar),,,,5386321.15,1070103828.24,77885652.66,86552768.75,,,,2635019452.75,9653740512.90,,55964864.06,77843376991.66,,,,,185816843.91,,,99455854.73,,,,,,,,4007472.11,117750486.14,,,122399685.56,2129635.70,,,4204816.67,,,132782942.22,,,,,53166040764.38,,,496239569.95,,16187389311.51,,,267152177.01,,,,,,,,,
1643932800000,2022-02-04,Bridged Token Market Cap (Dollar),,,,5386321.15,1072254539.79,78244270.73,86661551.21,,,,2650363603.08,9680276099.00,,55631946.66,77831412068.74,,,,,198344886.54,,,92653073.44,,,,,,,,3989591.45,118379444.38,,,123127101.03,2151316.64,,,4189920.14,,,137780156.06,,,,,53288089331.15,,,499745997.39,,16519507798.09,,,269898577.33,,,,,,,,,
1644019200000,2022-02-05,Bridged Token Market Cap (Dollar),,,,5386321.15,1071716442.95,79527951.85,86717711.83,,,,2661434358.22,9816157066.45,,55930629.88,78203754942.53,,,,,202229881.00,,,91959348.85,,,,,,,,4051915.96,118079330.09,,,123881565.31,2132724.02,,,4206917.07,,,137300299.84,,,,,53938224657.98,,,500051146.40,,16680233507.07,,,268621250.53,,,,,,,,,
1644105600000,2022-02-06,Bridged Token Market Cap (Dollar),,,,5386321.15,1072780687.45,78929880.84,85360979.58,,,,2656933072.87,9786594624.56,,55447828.42,77807692149.03,,,,,205607561.19,,,89710707.36,,,,,,,,6135577.04,116625075.90,,,122377999.28,2119384.80,,,4190123.91,,,137501111.81,,,,,53296255007.14,,,501626520.88,,16536294048.42,,,270130749.52,,,,,,,,,
1644192000000,2022-02-07,Bridged Token Market Cap (Dollar),,,,5386321.15,1079050639.92,11721849.13,76184653.75,,,,2659568983.10,9949112126.45,,55423215.34,77797311492.03,,,,,165085130.71,,,111319129.02,,,,,,,,7542303.80,119255388.27,,,123415752.96,2131140.76,,,4211888.14,,,138429255.53,,,,,53780292961.86,,,504486120.10,,16869138434.87,,,270042190.44,,,,,,,,,
1644278400000,2022-02-08,Bridged Token Market Cap (Dollar),,,,5386321.15,1081839043.36,11587922.35,74881823.57,,,,2644526060.00,10202575276.88,,55492613.62,77893491376.53,,,,,176926544.80,,,103451644.29,,,,,,,,7599699.70,117950218.45,,,122475784.35,2121379.33,,,4029693.17,,,141929660.01,,,,,53905669226.70,,,504472526.91,,17079362677.16,,,270113757.88,,,,,,,,,
1644364800000,2022-02-09,Bridged Token Market Cap (Dollar),,,,5386321.15,1081197937.16,11534626.71,73961203.18,,,,2661199605.36,10308260332.22,,55313603.97,77900796632.91,,,,,176856615.19,,,110309440.44,,,,,,,,7548084.54,118808737.91,,,106918214.24,2102430.28,,,4159561.05,,,143183989.21,,,,,54271144218.12,,,504673027.27,,17337812286.69,,,269747002.90,,,,,,,,,
1644451200000,2022-02-10,Bridged Token Market Cap (Dollar),,,,5386321.15,1083881401.30,11565220.15,73675148.94,,,,2656890197.53,10347655281.73,,55286558.79,78880913450.37,,,,,201325439.85,,,119952009.57,,,,,,,,7540558.14,119312035.99,,,107036539.31,2077947.72,,,4206780.94,,,146090178.45,,,,,54526649253.46,,,498681085.64,,17574540648.34,,,269585188.48,,,,,,,,,
1644537600000,2022-02-11,Bridged Token Market Cap (Dollar),,,,5386321.15,1085954722.54,11514804.19,70738751.07,,,,2649288628.48,10331475976.19,,54920110.62,78912608659.38,,,,,213767492.73,,,115284101.02,,,,,,,,7446402.29,119343869.18,,,106817380.40,2106054.32,,,4028307.24,,,147427966.33,,,,,54734920872.49,,,499504638.60,,17797957312.70,,,270543303.15,,,,,,,,,
1644624000000,2022-02-12,Bridged Token Market Cap (Dollar),,,,5386321.15,1078498883.43,11525815.18,70539999.93,,,,2656110630.18,10283254308.10,,55298844.47,78944697332.51,,,,,217753316.16,,,106866225.78,,,,,,,,7478554.61,118727943.56,,,106728750.15,2096279.57,,,3974238.51,,,146403312.22,,,,,54700280903.20,,,496720971.62,,17598054937.41,,,268268448.95,,,,,,,,,
1644710400000,2022-02-13,Bridged Token Market Cap (Dollar),,,,5386321.15,1078280813.75,11503994.12,70641028.90,,,,2660823503.46,10289824735.91,,55255835.66,78937696247.06,,,,,218220535.15,,,108621905.97,,,,,,,,7484190.66,118085409.62,,,106908290.25,2077718.59,,,4301666.02,,,146835516.68,,,,,54786793200.17,,,498639574.48,,17610457764.09,,,268398446.25,,,,,,,,,
1644796800000,2022-02-14,Bridged Token Market Cap (Dollar),,,,5386321.15,1034473860.29,11507438.85,65494893.22,,,,2654755561.94,10216559547.96,,55379741.57,78812086664.60,,,,,204874782.94,,,97641353.92,,,,,,,,7481647.63,118763835.01,,,106997854.63,2076404.42,,,4183437.55,,,146341567.27,,,,,54871384168.75,,,498483308.76,,17567021815.44,,,267818761.27,,,,,,,,,
1644883200000,2022-02-15,Bridged Token Market Cap (Dollar),,,,5386321.15,1035705844.40,11504836.30,65503252.60,,,,2657726679.02,10338899415.35,,55539282.50,78834476660.77,,,,,214446270.66,,,111299837.80,,,,,,,,7487705.31,118277984.89,,,106825453.28,2081432.85,,,4233811.35,,,146071450.79,,,,,54917502496.66,,,516342092.18,,17815149109.03,,,266923802.62,,,,,,,,,
1644969600000,2022-02-16,Bridged Token Market Cap (Dollar),,,,5386321.15,1026564610.60,11531773.67,64920299.95,,,,2659829749.26,10215374068.17,,56096471.62,78710388491.42,,,,,219091143.16,,,110244055.14,,,,,,,,8982369.35,118626002.90,,,106834246.03,2084114.76,,,4246509.54,,,146108363.33,,,,,55026357601.03,,,512535882.61,,17755819924.67,,,267582875.68,,,,,,,,,
1645056000000,2022-02-17,Bridged Token Market Cap (Dollar),,,,5386321.15,1028160169.92,11528912.32,64402563.23,,,,2645773659.87,10050216744.06,,55416926.46,78796723776.92,,,,,229444622.72,,,98764544.90,,,,,,,,8886775.60,121642384.39,,,106852260.03,2065966.35,,,4280313.69,,,146480644.02,,,,,54924853398.27,,,494482879.86,,18044192079.44,,,267969154.16,,,,,,,,,
1645142400000,2022-02-18,Bridged Token Market Cap (Dollar),,,,5386321.15,1030757450.86,11466089.18,64637682.96,,,,2654852205.66,9990276795.16,,54684387.76,79021308451.40,,,,,244860558.73,,,92632024.36,,,,,,,,8835914.28,121237994.46,,,106858593.21,2049372.85,,,4176555.78,,,146510852.61,,,,,54937211737.74,,,497172331.43,,18166378799.63,,,268493672.57,,,,,,,,,
1645228800000,2022-02-19,Bridged Token Market Cap (Dollar),,,,5386321.15,1032014612.98,11404164.29,64638765.96,,,,2660790602.51,10026886737.52,,55532880.35,78970479688.63,,,,,244402903.12,,,96396058.55,,,,,,,,8910514.51,120911295.64,,,106913012.29,2022096.97,,,4240823.99,,,146636898.15,,,,,55068167297.94,,,497766807.60,,18191568111.70,,,267557135.04,,,,,,,,,
1645315200000,2022-02-20,Bridged Token Market Cap (Dollar),,,,5386321.15,1033893011.00,11398542.59,64550886.76,,,,2664826542.47,10028717184.38,,55535294.57,79142705434.49,,,,,245696538.27,,,95895527.42,,,,,,,,8954100.03,120984784.15,,,107153390.35,2152387.22,,,4212351.44,,,146983856.55,,,,,55160500223.36,,,497429735.83,,18159553090.44,,,268001843.38,,,,,,,,,
1645401600000,2022-02-21,Bridged Token Market Cap (Dollar),,,,5386321.15,1031559765.30,11370102.38,64616974.95,,,,2655498779.40,9961644264.44,,55570571.93,80022689400.31,,,,,246388725.42,,,94744705.11,,,,,,,,8843429.25,120731700.80,,,106307597.92,2150419.76,,,4207442.29,,,145808521.43,,,,,55122601282.17,,,491505998.56,,18063909227.50,,,266390056.97,,,,,,,,,
1645488000000,2022-02-22,Bridged Token Market Cap (Dollar),,,,5386321.15,1032499884.41,11288529.11,65281606.71,,,,2651274567.43,9930447595.73,,55706578.72,80100585064.27,,,,,175319171.75,,,91192067.47,,,,,,,,8821157.68,124259005.91,,,106675085.23,2167317.85,,,4174831.28,,,144940516.78,,,,,55234030400.78,,,482734217.08,,18280299147.83,,,267481854.20,,,,,,,,,
1645574400000,2022-02-23,Bridged Token Market Cap (Dollar),,,,5386321.15,1032502088.04,11289511.14,65468865.14,,,,2666033932.16,9885142268.31,,55544432.82,79926858820.25,,,,,174916180.99,,,95837897.60,,,,,,,,8892355.95,124749669.73,,,107290894.93,2173531.29,,,4201614.89,,,145379871.14,,,,,55237127398.08,,,500685499.51,,18338001182.60,,,267391747.87,,,,,,,,,
1645660800000,2022-02-24,Bridged Token Market Cap (Dollar),,,,5386321.15,1019811045.02,11250449.76,60700651.42,,,,2654226608.52,9622102934.17,,55560575.29,80061837615.15,,,,,156157229.08,,,95391706.85,,,,,,,,8872500.11,124370447.96,,,107023453.02,2177304.40,,,4268811.72,,,145036487.46,,,,,55602217883.11,,,464432716.22,,18567766566.38,,,266993597.75,,,,,,,,,
1645747200000,2022-02-25,Bridged Token Market Cap (Dollar),,,,5386321.15,1021747518.66,11126154.45,60423488.13,,,,2811876220.01,9491626882.62,,55174080.17,79993341771.16,,,,,174633857.56,,,106764202.58,,,,,,,,8944094.54,123257634.64,,,106271149.99,2104862.87,,,4189669.40,,,142240098.09,,,,,55731162621.39,,,471421136.42,,18149891751.67,,,257322872.98,,,,,,,,,
1645833600000,2022-02-26,Bridged Token Market Cap (Dollar),,,,5386321.15,1022882232.80,11314302.96,61371664.08,,,,2809604939.35,9471878284.21,,55324721.29,80099935780.70,,,,,164220384.07,,,108361860.59,,,,,,,,8903283.96,122926183.07,,,106518178.32,2122071.14,,,4214328.45,,,141509508.24,,,,,55755515096.47,,,475157141.35,,18133213654.80,,,258610905.21,,,,,,,,,
1645920000000,2022-02-27,Bridged Token Market Cap (Dollar),,,,5386321.15,1022944197.50,11256784.72,62005576.33,,,,2861523989.43,9488288131.12,,55315654.57,80092028422.20,,,,,164438015.41,,,113002723.49,,,,,,,,8877282.62,123702370.59,,,106401095.89,2134899.70,,,4205683.09,,,144456422.97,,,,,55939092473.58,,,474692999.84,,18182299921.22,,,258795543.70,,,,,,,,,
1646006400000,2022-02-28,Bridged Token Market Cap (Dollar),,,,5386321.15,1024145472.37,11024823.23,60710552.28,,,,2859672544.88,9506627271.81,,55368832.89,79959307813.90,,,,,171304608.07,,,114274108.06,,,,,,,,8881936.76,128388748.77,,,106357620.62,2153203.91,,,4190281.56,,,140343709.79,,,,,56061586908.97,,,473739245.99,,18388762689.31,,,257344347.03,,,,,,,,,
1646092800000,2022-03-01,Bridged Token Market Cap (Dollar),,,,5386321.15,1027789071.12,11409155.03,60685295.39,,,,2863613821.72,9518843739.36,,55612096.44,79615809556.96,,,,,173878123.67,,,109104946.54,,,,,,,,8931013.99,128656041.67,,,112788282.63,2093420.23,,,4217565.35,,,141385987.38,,,,,55983772666.46,,,483763875.54,,18347716014.92,,,257702421.36,,,,,,,,,
1646179200000,2022-03-02,Bridged Token Market Cap (Dollar),,,,5386321.15,1027777502.67,11313217.51,57867693.16,,,,2905459816.53,9442490219.29,,55692081.50,79563819145.93,,,,,175441155.11,,,92687624.26,,,,,,,,8912138.84,127099172.78,,,112895592.16,2100626.64,,,4200594.33,,,139771609.19,,,,,55935951949.54,,,481084283.21,,18258640934.33,,,255560932.54,,,,,,,,,
1646265600000,2022-03-03,Bridged Token Market Cap (Dollar),,,,5386321.15,981467379.87,11155492.51,58069095.00,,,,2902393961.39,9438903241.86,,55382513.45,79434439793.67,,,,,189424157.78,,,94909006.34,,,,,,,,8896223.33,127081366.85,,,112710760.05,2095882.46,,,4188724.80,,,139159920.26,,,,,55793952995.23,,,480967409.83,,18103521560.03,,,255540280.20,,,,,,,,,
1646352000000,2022-03-04,Bridged Token Market Cap (Dollar),,,,5386321.15,983342678.29,11076611.86,58604022.63,,,,2904066497.96,9514878512.13,,55346330.01,79611540712.58,,,,,203123910.69,,,74452850.56,,,,,,,,8878084.16,126487255.68,,,112454670.55,2084155.57,,,4170995.39,,,138332882.93,,,,,55289249302.98,,,470669453.41,,17986730690.02,,,254343156.62,,,,,,,,,
1646438400000,2022-03-05,Bridged Token Market Cap (Dollar),,,,5386321.15,984378408.46,10932545.35,57882670.98,,,,2910724253.55,9511885497.92,,55579614.81,79662180752.84,,,,,203866065.05,,,80477293.47,,,,,,,,8853801.34,127060838.52,,,112193554.33,2074381.53,,,4163565.57,,,134347426.90,,,,,55384553300.90,,,473177831.77,,17979336765.39,,,251413592.02,,,,,,,,,
1646524800000,2022-03-06,Bridged Token Market Cap (Dollar),,,,5386321.15,983749543.00,10897050.45,57875113.62,,,,2913359156.84,9656717446.38,,55641651.21,79669531255.92,,,,,207243954.92,,,85433998.85,,,,,,,,8872332.97,127163431.74,,,112638710.41,2138259.10,,,4211397.19,,,132247938.65,,,,,55362109737.25,,,474053507.90,,17982617485.06,,,251589958.63,,,,,,,,,
1646611200000,2022-03-07,Bridged Token Market Cap (Dollar),,,,5386321.15,987275882.67,10819896.98,53429858.24,,,,2905377713.97,9695321558.63,,55584282.29,80571234504.15,,,,,217982537.14,,,95075643.19,,,,,,,,8824909.62,126593345.05,,,112284680.08,2187233.10,,,4186110.16,,,130541933.47,,,,,54944260010.67,,,473363963.34,,18034713766.33,,,249565618.43,,,,,,,,,
1646697600000,2022-03-08,Bridged Token Market Cap (Dollar),,,,5386321.15,981744990.30,10781785.34,53336090.72,,,,2906526283.77,9568163617.80,,54919860.25,80579883918.83,,,,,228147456.72,,,89267947.97,,,,,,,,8789843.78,126796317.99,,,97478472.28,2166837.84,,,4174465.91,,,129345054.14,,,,,54876869805.98,,,472858743.43,,17822593075.56,,,249265392.57,,,,,,,,,
1646784000000,2022-03-09,Bridged Token Market Cap (Dollar),,,,5386321.15,982617886.11,10737909.06,51144930.88,,,,2902341905.55,9600861599.16,,55261009.83,80433498876.06,,,,,236534822.78,,,88304308.34,,,,,,,,8861367.10,127009513.25,,,97268981.20,2165484.14,,,4186193.16,,,127624323.39,,,,,54945843366.57,,,472439806.29,,18015071752.09,,,250125148.94,,,,,,,,,
1646870400000,2022-03-10,Bridged Token Market Cap (Dollar),,,,5386321.15,983168000.46,10699174.20,55592928.59,,,,2906317393.22,9606767213.49,,55159255.10,80536050637.23,,,,,256898532.05,,,86915900.29,,,,,,,,8866656.57,129254061.72,,,97699027.53,2072023.41,,,4210418.34,,,128459068.76,,,,,55075137312.11,,,468840257.17,,18010876309.57,,,254044382.44,,,,,,,,,
1646956800000,2022-03-11,Bridged Token Market Cap (Dollar),,,,5386321.15,985454989.43,10483254.17,53191714.54,,,,2903719434.89,9626077824.83,,55157383.34,80549868033.40,,,,,266004132.32,,,86571494.93,,,,,,,,8878029.68,128479972.60,,,97736359.20,2077567.51,,,4218224.50,,,127151773.54,,,,,54968864934.14,,,467801612.38,,17977063696.16,,,252547032.99,,,,,,,,,
1647043200000,2022-03-12,Bridged Token Market Cap (Dollar),,,,5386321.15,985183363.76,10537808.01,52752275.98,,,,2899464221.27,9620001753.85,,54448879.51,80419733751.17,,,,,266120312.30,,,86373717.86,,,,,,,,8886917.81,127185287.80,,,97371669.02,2148042.01,,,4201383.47,,,126137346.04,,,,,54884329807.12,,,468183816.21,,17992945777.13,,,250108687.33,,,,,,,,,
